Year,Number,Ruolo Gen. Nr.,Oggetto,Giudice,Valore della causa,Stato del fascicolo,Data di Citazione 1° udienza,SENTENZA DEFINITIVA Nr.,Esito,Importo liquidato,Tipo,DECRETO INGIUNTIVO Nr.,SENTENZA NON DEFINITIVA Nr.,Rif. atto impugnato,Importo richiesto,Prossima udienza
1995,756,756/1995 iscritto al  ruolo il 10/10/1995,OR - 145009 - Azioni di competenza del  Giudice di Pace in materia di risarcimento  danno,MOLLO FRANCESCO sezione: 4 aula: 1 - D9,"Euro 0,00",CANCELLATO,24/11/1995,,,,,,,,,
1995,757,757/1995 iscritto al ruolo il 10/10/1995,OR - 140999 - Altri contratti tipici ed obbligazioni  non rientranti nelle  altre materie,BATTAGLIA  ROSA sezione: 6 aula: 2 - D13,"Euro  0,00",PROCEDIMENTO DEFINITO,22/11/1995,,,,,,,,,
1995,758,758/1995  iscritto al ruolo  il 10/10/1995,OR - 140999 - Altri  contratti  tipici  ed obbligazioni non rientranti nelle altre  materie,BOCCALATTE MARZIANO  sezione: 6 aula: -,"Euro 0,00",CANCELLATO,16/10/1995,,,,,,,,,
1995,759,759/1995  iscritto  al ruolo il 10/10/1995,OR - 145009 - Azioni di competenza  del Giudice di Pace  in materia di risarcimento danno,MONDINO PIER  ODDONE  sezione: 4 aula: 2 - C10,"Euro 0,00",PROCEDIMENTO  DEFINITO,17/10/1995,540/1995 pubblicata il 29/12/1995,Sentenza di merito/Rigetto,,,,,,,
1995,760,760/1995 iscritto al ruolo il 10/10/1995,OR - 101003 - Opposizione di terzo  ex artt. 404 e  ss.  c.p.c.,BOUVET  MICHELE sezione: 6 aula: -,"Euro 0,00",PROCEDIMENTO  DEFINITO,2/4/1996,1434/1996 pubblicata il 02/07/1996,Sentenza di merito/Rigetto,,,,,,,
1995,761,761/1995 iscritto al  ruolo il 10/10/1995,OR - 140999 - Altri contratti tipici ed  obbligazioni  non rientranti nelle  altre materie,BRUNO FRANCO GIUSEPPE  sezione: 6 aula: -,"Euro 0,00",CANCELLATO,18/10/1995,,,,,,,,,
1995,762,762/1995 iscritto al  ruolo il 11/10/1995,OR - 145999 - Altre ipotesi  di responsabilita'  Extracontr. non ricomprese  nelle altre  materie (art. 2043),PAPPALETTERE PASQUALE sezione: 5 aula: 1 - C2,"Euro 0,00",PROCEDIMENTO DEFINITO,13/12/1995,57/1996 pubblicata il 17/01/1996,Sentenza di merito/Rigetto,,,,,,,
1995,763,763/1995 iscritto al ruolo il 11/10/1995,OR - 145999 - Altre ipotesi di responsabilita' Extracontr.  non ricomprese nelle  altre materie (art. 2043),CARIDI ANTONINO sezione: 6 aula: 2 - D15,"Euro 0,00",PROCEDIMENTO DEFINITO,14/12/1995,,,,,,,,,
1995,764,764/1995  iscritto al ruolo il 11/10/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non rientranti nelle altre materie,CASSIANI INGONI FRANCO  sezione: 6 aula: -,"Euro  0,00",PROCEDIMENTO DEFINITO,13/10/1995,,,,,,,,,
1995,765,765/1995 iscritto al  ruolo il 11/10/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non rientranti nelle altre  materie,CONSOLI GAETANO sezione: 6 aula: -,"Euro 0,00",CANCELLATO,16/10/1995,,,,,,,,,
1995,766,766/1995 iscritto al ruolo  il 11/10/1995,OR - 140999 - Altri contratti tipici  ed  obbligazioni non  rientranti nelle altre materie,CORSI ENRICO  sezione: 6 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,17/10/1995,,,,,,,,,
1995,767,767/1995  iscritto al ruolo il 11/10/1995,OR - 140999 - Altri contratti  tipici ed  obbligazioni non rientranti  nelle altre materie,CORSI FRANCO sezione: 6 aula: 2 - A14,"Euro 0,00",CANCELLATO,13/11/1995,,,,,,,,,
1995,768,768/1995 iscritto al ruolo il 11/10/1995,OR - 140999 - Altri contratti  tipici ed  obbligazioni non rientranti nelle altre materie,DE TOMA  MAGDA sezione: 6 aula: 2 - D17,"Euro 0,00",CANCELLATO,10/11/1995,,,,,,,,,
1995,769,769/1995 iscritto  al ruolo il 11/10/1995,OR - 145009 - Azioni di competenza  del Giudice  di  Pace  in materia di risarcimento danno,MONTALTO  UGO  LUIGI sezione: 4 aula: -,"Euro  0,00",CANCELLATO,12/12/1995,,,,,,,,,
1995,770,770/1995 iscritto al ruolo il 11/10/1995,OR - 145009 - Azioni di competenza del  Giudice  di Pace in materia di risarcimento danno,NASI OMEGNA  ROBERTO sezione: 4 aula: -,"Euro 0,00",CANCELLATO,12/12/1995,,,,,,,,,
1995,771,771/1995 iscritto al ruolo il 11/10/1995,OR - 145009 - Azioni di  competenza del Giudice di  Pace in materia  di  risarcimento danno,NICASTRO GIUSEPPE sezione: 4 aula: 2 - C16,"Euro 0,00",CANCELLATO,16/10/1995,,,,,,,,,
1995,772,772/1995 iscritto al ruolo  il 11/10/1995,OR - 101003 - Opposizione di terzo ex artt. 404 e ss. c.p.c.,GALLI ALESSANDRA sezione: 6 aula: -,"Euro 0,00",CANCELLATO,19/12/1995,,,,,,,,,
1995,773,773/1995 iscritto al ruolo il 11/10/1995,OR - 145009 - Azioni di competenza del Giudice di  Pace in  materia  di risarcimento danno,GRENCI SALVATORE sezione: 4 aula: 2 - C10,"Euro 0,00",CANCELLATO,20/12/1995,,,,,,,,,
1995,774,774/1995 iscritto al  ruolo il 11/10/1995,OR - 145999 - Altre  ipotesi di responsabilita' Extracontr.  non ricomprese nelle  altre materie (art. 2043),GURRISI SALVATORE  sezione: 6 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,22/11/1995,12/1996 pubblicata il 03/01/1996,Sentenza di merito/Rigetto,,,,,,,
1995,775,775/1995 iscritto  al ruolo il 11/10/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non rientranti nelle altre  materie,SACERDOTE FRANCA  sezione: 7 aula: 3 - A25,"Euro 0,00",CANCELLATO,17/11/1995,,,,,,,,,
1995,776,776/1995 iscritto  al ruolo il 11/10/1995,OR - 145009 - Azioni di competenza del Giudice di Pace in  materia di risarcimento danno,DELLA CROCE DI DOJOLA VITTORIO sezione: 3 aula: -,"Euro 0,00",CANCELLATO,17/10/1995,,,,,,,,,
1995,777,777/1995 iscritto  al  ruolo il 12/10/1995,OR - 145009 - Azioni di competenza del Giudice di Pace in materia di risarcimento danno,DENTICO GIOVANNI sezione: 3 aula: -,"Euro 0,00",CANCELLATO,13/10/1995,,,,,,,,,
1995,778,778/1995 iscritto  al  ruolo  il 12/10/1995,OR - 145009 - Azioni di  competenza del Giudice di Pace in materia di risarcimento  danno,FACCI ALDO  sezione: 3 aula: 2 - C22,"Euro 0,00",PROCEDIMENTO DEFINITO,13/10/1995,,,,,,,,,
1995,779,779/1995 iscritto al ruolo il 12/10/1995,OR - 145009 - Azioni di competenza del  Giudice di Pace in materia di risarcimento  danno,FALCHI CATERINA  sezione: 3 aula: 3 - A22,"Euro 0,00",PROCEDIMENTO DEFINITO,18/10/1995,505/1996 pubblicata il 20/03/1996,Sentenza di merito/Rigetto,,,,,,,
1995,780,780/1995 iscritto al ruolo il 12/10/1995,OR - 140999 - Altri contratti  tipici ed  obbligazioni  non  rientranti nelle altre materie,CASSOTTA  ALESSANDRO sezione: 2 aula: 1 - B5,"Euro 0,00",PROCEDIMENTO  DEFINITO,6/12/1995,,,,,,,,,
1995,781,781/1995 iscritto al ruolo il 12/10/1995,OR - 140999 - Altri contratti  tipici  ed obbligazioni non  rientranti  nelle altre  materie,CATALDI MARIANGELA sezione: 1 aula: 2 - B11,"Euro 0,00",PROCEDIMENTO DEFINITO,15/12/1995,,,,,,,,,
1995,782,782/1995  iscritto al ruolo il 12/10/1995,OR - 140999 - Altri contratti tipici  ed obbligazioni non rientranti  nelle altre materie,CENTELEGHE  BORTOLO sezione: 1 aula: 2 - B4,"Euro 0,00",PROCEDIMENTO DEFINITO,11/12/1995,,,,,,,,,
1995,783,783/1995 iscritto al  ruolo  il 12/10/1995,OR - 140999 - Altri contratti  tipici ed  obbligazioni  non rientranti nelle  altre materie,CIAVORELLA GUGLIELMO sezione: 1 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,5/12/1995,195/1996 pubblicata il 06/02/1996,Sentenza di merito/Rigetto,,,,,,,
1995,784,784/1995 iscritto al ruolo  il 12/10/1995,OR - 145999 - Altre  ipotesi  di responsabilita' Extracontr. non ricomprese nelle altre materie (art. 2043),ESCARD  EDOARDO  sezione: 7 aula: 1 - B4,"Euro 0,00",PROCEDIMENTO DEFINITO,27/11/1995,1371/1996 pubblicata il 25/06/1996,Sentenza di merito/Accoglimento,,,,,,,
1995,785,785/1995 iscritto al ruolo il 12/10/1995,OR - 145009 - Azioni  di  competenza del Giudice  di  Pace in materia  di risarcimento danno,GOTTA FERRUCCIO sezione: 3,"Euro  0,00",CANCELLATO,16/10/1995,,,,,,,,,
1995,786,786/1995 iscritto al ruolo  il 12/10/1995,OR - 145009 - Azioni  di  competenza del Giudice  di Pace  in  materia di risarcimento danno,BALDONI MARIO  sezione: 3 aula: 3 - C27,"Euro 0,00",CANCELLATO,17/10/1995,,,,,,,,,
1995,787,787/1995  iscritto  al  ruolo il 12/10/1995,OR - 145009 - Azioni  di competenza del Giudice di Pace in materia di  risarcimento danno,BONACCORSI ELEONORA sezione: 3 aula: 1 - C7,"Euro  0,00",CANCELLATO,11/12/1995,,,,,,,,,
1995,788,788/1995  iscritto  al ruolo il 12/10/1995,OR - 145009 - Azioni  di competenza  del Giudice  di Pace  in  materia  di  risarcimento danno,BORDINI GRAZIELLA sezione: 6 aula: 2 - D10,"Euro 0,00",CANCELLATO,11/12/1995,,,,,,,,,
1995,789,789/1995  iscritto al ruolo il 12/10/1995,OR - 145009 - Azioni  di competenza  del Giudice  di  Pace in materia di  risarcimento  danno,CAMPI VITTORE sezione: 3 aula: 3 - C21,"Euro 0,00",CANCELLATO,15/11/1995,,,,,,,,,
1995,790,790/1995 iscritto  al  ruolo il 12/10/1995,OR - 145999 - Altre ipotesi  di responsabilita'  Extracontr. non ricomprese nelle  altre materie (art.  2043),BRUNO MARIO  sezione: 2 aula: 1 - B4,"Euro 0,00",PROCEDIMENTO DEFINITO,20/10/1995,,,,,,,,,
1995,791,791/1995 iscritto  al  ruolo il 13/10/1995,OR - 145009 - Azioni di competenza del  Giudice di Pace in  materia di  risarcimento  danno,CAVAGNERO LIDIA  sezione: 3 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,18/10/1995,14/1996 pubblicata il 10/01/1996,Sentenza di merito/Rigetto,,,,,,,
1995,792,792/1995 iscritto al ruolo il 13/10/1995,OR - 140999 - Altri contratti tipici ed obbligazioni  non rientranti nelle  altre materie,LANZILLO  LUCIANO sezione: 1 aula: 2 - B13,"Euro 0,00",PROCEDIMENTO DEFINITO,20/10/1995,,,,,,,,,
1995,793,793/1995 iscritto al  ruolo il 13/10/1995,CO - 710001 - Istanza  di Conciliazione,MURANTE  MICHELE sezione: 1 aula: 2 - B12,"Euro 0,00",CONCILIATO,8/11/1995,,,,,,,,,
1995,794,794/1995 iscritto al  ruolo il 13/10/1995,OR - 145999 - Altre ipotesi di responsabilita' Extracontr. non ricomprese nelle altre  materie (art.  2043),CHIONO MARIA LUISA  sezione: 3 aula: 3 - C20,"Euro  0,00",CANCELLATO,6/12/1995,,,,,,,,,
1995,795,795/1995 iscritto al ruolo il 13/10/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non  rientranti nelle altre materie,PERRICONE  LUDOVICO  sezione: 1 aula: -,"Euro  0,00",PROCEDIMENTO DEFINITO,19/12/1995,,,,,,,,,
1995,796,796/1995  iscritto al ruolo il 13/10/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non  rientranti  nelle altre materie,PESATO ADRIANO sezione: 1 aula: 2 - B12,"Euro 0,00",CANCELLATO,8/11/1995,,,,,,,,,
1995,797,797/1995 iscritto al ruolo il 13/10/1995,OR - 145009 - Azioni di competenza  del Giudice  di Pace in materia di  risarcimento danno,NASI OMEGNA ROBERTO sezione: 4 aula: -,"Euro 0,00",PROCEDIMENTO  DEFINITO,9/11/1995,477/1997 pubblicata il 24/02/1997,Sentenza di merito/Accoglimento,,,,,,,
1995,798,798/1995  iscritto al ruolo il 13/10/1995,OR - 145999 - Altre ipotesi  di responsabilita' Extracontr. non ricomprese  nelle altre materie (art. 2043),SILVESTRI VINCENZO sezione: 1 aula: 2 - B12,"Euro  0,00",PROCEDIMENTO  DEFINITO,18/10/1995,264/1995 pubblicata il 15/11/1995,Sentenza di merito/Rigetto,,,,,,,
1995,799,799/1995 iscritto  al ruolo il 13/10/1995,OR - 101003 - Opposizione di terzo ex artt. 404 e ss. c.p.c.,TASSONE  RAFFAELE sezione: 1 aula: 2 - B12,"Euro 0,00",PROCEDIMENTO  DEFINITO,19/12/1995,,,,,,,,,
1995,800,800/1995 iscritto al ruolo il 13/10/1995,OR - 140999 - Altri contratti tipici ed  obbligazioni non  rientranti  nelle altre materie,VITALE GIOVAMBATTISTA sezione: 1 aula: 2 - B17,"Euro 0,00",CANCELLATO,6/11/1995,,,,,,,,,
1995,801,801/1995 iscritto al ruolo il 13/10/1995,OR - 145999 - Altre ipotesi  di responsabilita' Extracontr. non ricomprese nelle altre materie (art. 2043),AMENDOLA  ENRICO sezione: 1 aula: 2 - B10,"Euro 0,00",CANCELLATO,14/11/1995,,,,,,,,,
1995,802,802/1995 iscritto al ruolo il 13/10/1995,OR - 145009 - Azioni di competenza del Giudice  di  Pace in  materia di risarcimento danno,NICASTRO GIUSEPPE sezione: 4 aula: 2 - C16,"Euro 0,00",CANCELLATO,13/11/1995,,,,,,,,,
1995,803,803/1995  iscritto al ruolo  il 13/10/1995,OR - 145009 - Azioni di competenza  del Giudice di Pace in materia di  risarcimento danno,GRENCI  SALVATORE sezione: 4 aula: 2 - C10,"Euro  0,00",CANCELLATO,8/11/1995,,,,,,,,,
1995,804,804/1995  iscritto al ruolo  il 13/10/1995,OR - 145009 - Azioni  di competenza del  Giudice di Pace in materia di  risarcimento danno,INDINO  VITO sezione: 4,"Euro  0,00",CANCELLATO,20/11/1995,,,,,,,,,
1995,805,805/1995 iscritto  al  ruolo il 13/10/1995,OR - 145009 - Azioni di competenza del  Giudice  di Pace  in materia  di risarcimento danno,LANFOSSI CARLO  sezione: 4 aula: -,"Euro 0,00",CANCELLATO,6/12/1995,,,,,,,,,
1995,806,806/1995  iscritto  al ruolo il 13/10/1995,CO - 710001 - Istanza  di Conciliazione,TASSONE  RAFFAELE  sezione: 1 aula: 2 - B12,"Euro 0,00",CONCILIATO,19/12/1995,,,,,,,,,
1995,807,807/1995 iscritto al  ruolo il 13/10/1995,OR - 145009 - Azioni di  competenza del  Giudice di Pace  in  materia di  risarcimento danno,MAGGIO COSIMO sezione: 4 aula: -,"Euro  0,00",PROCEDIMENTO DEFINITO,24/10/1995,2565/1997 pubblicata il 15/10/1997,Sentenza di merito/Rigetto,,,,,,,
1995,808,808/1995 iscritto  al  ruolo il 13/10/1995,OR - 145009 - Azioni  di competenza del Giudice di Pace in  materia  di risarcimento  danno,MANUGUERRA  GIACOMO  sezione: 4 aula: -,"Euro 0,00",CANCELLATO,23/10/1995,,,,,,,,,
1995,809,809/1995 iscritto al  ruolo il 13/10/1995,OR - 145009 - Azioni  di competenza del  Giudice di Pace in materia  di risarcimento danno,MARTINOTTI  PAOLO sezione: 4 aula: 2 - C11,"Euro 0,00",CANCELLATO,14/12/1995,,,,,,,,,
1995,810,810/1995 iscritto  al ruolo il 13/10/1995,OR - 709999 - Altri atti amministrativi,VITALE GIOVAMBATTISTA sezione: 1 aula: 2 - B17,"Euro  0,00",PROCEDIMENTO DEFINITO,4/12/1995,,,,,,,,,
1995,811,811/1995  iscritto  al ruolo il 13/10/1995,OR - 101003 - Opposizione  di  terzo ex artt. 404  e ss.  c.p.c.,BUFFA DI PERRERO AUGUSTO sezione: 2 aula: 1 - B1,"Euro 0,00",PROCEDIMENTO DEFINITO,7/12/1995,,,,,,,,,
1995,812,812/1995 iscritto  al ruolo il 14/10/1995,OR - 145009 - Azioni di competenza  del Giudice di Pace  in materia  di risarcimento danno,MASSACESI FRANCO  sezione: 4 aula: 2 - C13,"Euro  0,00",PROCEDIMENTO  DEFINITO,23/10/1995,1759/1996 pubblicata il 17/09/1996,Sentenza di merito/Accoglimento,,,,,,,
1995,813,813/1995 iscritto al ruolo il 14/10/1995,OR - 145009 - Azioni di competenza  del Giudice di Pace in materia di risarcimento danno,MOLLO FRANCESCO sezione: 4 aula: 1 - D9,"Euro 0,00",CANCELLATO,20/10/1995,,,,,,,,,
1995,814,814/1995  iscritto al ruolo il 13/10/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non rientranti  nelle altre materie,CASSOTTA  ALESSANDRO sezione: 2 aula: 1 - B5,"Euro 0,00",PROCEDIMENTO DEFINITO,25/10/1995,,,,,,,,,
1995,815,815/1995 iscritto al ruolo il 14/10/1995,OR - 145009 - Azioni di competenza del Giudice di Pace in materia di risarcimento danno,MONDINO PIER  ODDONE sezione: 4 aula: 2 - C10,"Euro 0,00",CANCELLATO,23/10/1995,,,,,,,,,
1995,816,816/1995 iscritto al ruolo  il 14/10/1995,OR - 140999 - Altri contratti tipici ed  obbligazioni non rientranti nelle  altre materie,CENTELEGHE BORTOLO  sezione: 1 aula: 2 - B4,"Euro  0,00",PROCEDIMENTO  DEFINITO,23/10/1995,,,,,,,,,
1995,817,817/1995 iscritto  al ruolo il 14/10/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non  rientranti nelle altre  materie,CATALDI MARIANGELA  sezione: 1 aula: 2 - B11,"Euro  0,00",PROCEDIMENTO DEFINITO,20/10/1995,,,,,,,,,
1995,818,818/1995  iscritto al ruolo il 14/10/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non rientranti nelle altre materie,CIAVORELLA GUGLIELMO sezione: 1 aula: -,"Euro 0,00",CANCELLATO,24/10/1995,,,,,,,,,
1995,819,819/1995 iscritto  al ruolo il 14/10/1995,OR - 140999 - Altri contratti  tipici ed obbligazioni non rientranti nelle altre materie,LANZILLO LUCIANO sezione: 1 aula: 2 - B13,"Euro 0,00",CANCELLATO,20/10/1995,,,,,,,,,
1995,820,820/1995  iscritto  al ruolo il 14/10/1995,OR - 140999 - Altri contratti tipici ed obbligazioni  non rientranti nelle altre materie,MURANTE MICHELE sezione: 1 aula: 2 - B12,"Euro 0,00",CANCELLATO,25/10/1995,,,,,,,,,
1995,821,821/1995 iscritto al  ruolo  il 14/10/1995,OR - 140999 - Altri  contratti tipici  ed obbligazioni non  rientranti  nelle altre materie,PERRICONE LUDOVICO sezione: 1 aula: -,"Euro 0,00",PROCEDIMENTO  DEFINITO,17/10/1995,,,,,,,,,
1995,822,822/1995  iscritto al ruolo il 14/10/1995,OR - 145009 - Azioni di competenza del  Giudice di Pace  in materia  di risarcimento danno,MONTALTO  UGO LUIGI  sezione: 4 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,24/10/1995,1078/1996 pubblicata il 24/05/1996,Sentenza di merito/Rigetto,,,,,,,
1995,823,823/1995 iscritto al ruolo  il 14/10/1995,OR - 140999 - Altri  contratti  tipici ed obbligazioni non  rientranti nelle altre materie,PESATO  ADRIANO sezione: 1 aula: 2 - B12,"Euro 0,00",PROCEDIMENTO DEFINITO,25/10/1995,,,,,,,,,
1995,824,824/1995  iscritto al ruolo il 14/10/1995,OR - 145999 - Altre ipotesi di responsabilita' Extracontr. non ricomprese  nelle  altre materie (art. 2043),TRAINA SALVATORE  sezione: 5 aula: -,"Euro  0,00",PROCEDIMENTO  DEFINITO,18/10/1995,,,,,,,,,
1995,825,825/1995  iscritto al ruolo  il 16/10/1995,OR - 145009 - Azioni di competenza del  Giudice di Pace in materia  di risarcimento danno,VECCHI GAETANO sezione: 5 aula: 1 - C3,"Euro 0,00",PROCEDIMENTO DEFINITO,24/10/1995,541/1996 pubblicata il 25/03/1996,Sentenza di merito/Rigetto,,,,,,,
1995,826,826/1995 iscritto al ruolo il 16/10/1995,OR - 140999 - Altri contratti tipici ed  obbligazioni non rientranti nelle altre materie,BONELLI MATELDA  sezione: 1 aula: 2 - B10,"Euro 0,00",PROCEDIMENTO  DEFINITO,6/12/1995,,,,,,,,,
1995,827,827/1995  iscritto al  ruolo il 16/10/1995,OR - 140999 - Altri contratti  tipici ed  obbligazioni non rientranti  nelle  altre materie,BONELLI MATELDA  sezione: 1 aula: 2 - B10,"Euro 0,00",PROCEDIMENTO DEFINITO,8/11/1995,,,,,,,,,
1995,828,828/1995 iscritto  al ruolo il 16/10/1995,OR - 140999 - Altri contratti  tipici  ed  obbligazioni non  rientranti  nelle  altre materie,SILVESTRI VINCENZO sezione: 1 aula: 2 - B12,"Euro 0,00",PROCEDIMENTO DEFINITO,20/12/1995,,,,,,,,,
1995,829,829/1995 iscritto  al ruolo il 16/10/1995,OR - 140999 - Altri  contratti tipici ed obbligazioni  non  rientranti  nelle  altre materie,CASSOTTA ALESSANDRO sezione: 2 aula: 1 - B5,"Euro  0,00",CANCELLATO,20/12/1995,,,,,,,,,
1995,830,830/1995 iscritto al ruolo  il 16/10/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non rientranti  nelle  altre materie,CATALDI MARIANGELA sezione: 1 aula: 2 - B11,"Euro 0,00",PROCEDIMENTO DEFINITO,20/10/1995,,,,,,,,,
1995,831,831/1995  iscritto al  ruolo il 16/10/1995,OR - 145009 - Azioni  di competenza del  Giudice di Pace  in materia di  risarcimento danno,VEGLIA MARIA LUISA sezione: 5 aula: 1 - C3,"Euro 0,00",CANCELLATO,20/12/1995,,,,,,,,,
1995,832,832/1995 iscritto al ruolo il 16/10/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non rientranti nelle altre  materie,CENTELEGHE BORTOLO sezione: 1 aula: 2 - B4,"Euro 0,00",PROCEDIMENTO DEFINITO,23/10/1995,,,,,,,,,
1995,833,833/1995 iscritto  al  ruolo  il 16/10/1995,OR - 140999 - Altri  contratti  tipici  ed obbligazioni non rientranti  nelle  altre materie,CIAVORELLA GUGLIELMO sezione: 1 aula: -,"Euro 0,00",PROCEDIMENTO  DEFINITO,14/11/1995,,,,,,,,,
1995,834,834/1995 iscritto al ruolo il 16/10/1995,OR - 140999 - Altri contratti tipici  ed obbligazioni non rientranti nelle altre materie,ESCARD EDOARDO  sezione: 7 aula: 1 - B4,"Euro 0,00",PROCEDIMENTO  DEFINITO,23/10/1995,,,,,,,,,
1995,835,835/1995 iscritto al ruolo  il 16/10/1995,OR - 140999 - Altri contratti  tipici ed  obbligazioni non rientranti nelle altre materie,GALLO RICCARDO sezione: 1 aula: 2 -B11,"Euro  0,00",PROCEDIMENTO DEFINITO,24/10/1995,,,,,,,,,
1995,836,836/1995  iscritto al ruolo  il 16/10/1995,OR - 140999 - Altri contratti  tipici ed  obbligazioni non rientranti nelle altre materie,LANZILLO LUCIANO sezione: 1 aula: 2 - B13,"Euro 0,00",PROCEDIMENTO DEFINITO,20/10/1995,170/1995 pubblicata il 31/10/1995,Sentenza di merito/Rigetto,,,,,,,
1995,837,837/1995 iscritto  al ruolo il 16/10/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non rientranti nelle altre materie,MURANTE MICHELE sezione: 1 aula: 2 - B12,"Euro  0,00",PROCEDIMENTO DEFINITO,25/10/1995,835/1996 pubblicata il 29/04/1996,Sentenza di merito/Rigetto,,,,,,,
1995,838,838/1995 iscritto  al ruolo il 16/10/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non rientranti  nelle altre materie,PERRICONE LUDOVICO sezione: 1 aula: -,"Euro 0,00",PROCEDIMENTO  DEFINITO,24/10/1995,,,,,,,,,
1995,839,839/1995 iscritto al ruolo il 16/10/1995,OR - 140999 - Altri contratti  tipici ed  obbligazioni  non rientranti  nelle altre materie,SILVESTRI  VINCENZO sezione: 1 aula: 2 - B12,"Euro 0,00",PROCEDIMENTO DEFINITO,25/10/1995,,,,,,,,,
1995,840,840/1995 iscritto al ruolo il 16/10/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non  rientranti nelle  altre materie,TASSONE RAFFAELE sezione: 1 aula: 2 - B12,"Euro 0,00",PROCEDIMENTO DEFINITO,24/10/1995,,,,,,,,,
1995,841,841/1995  iscritto al ruolo  il 16/10/1995,OR - 140999 - Altri contratti tipici ed  obbligazioni  non rientranti nelle altre  materie,VITALE GIOVAMBATTISTA sezione: 1 aula: 2 - B17,"Euro 0,00",PROCEDIMENTO DEFINITO,6/11/1995,,,,,,,,,
1995,842,842/1995 iscritto  al  ruolo il 16/10/1995,OR - 145009 - Azioni di competenza del Giudice di  Pace in  materia  di risarcimento danno,ZUNINO  MARIA  IDA sezione: 5 aula: 1 - C4,"Euro  0,00",CANCELLATO,4/12/1995,,,,,,,,,
1995,843,843/1995 iscritto  al ruolo il 16/10/1995,OR - 145009 - Azioni  di competenza del Giudice  di Pace in materia di risarcimento danno,SIRACUSA  GIOSUE' sezione: 5 aula: 1 - C7,"Euro 0,00",PROCEDIMENTO DEFINITO,18/10/1995,1272/1996 pubblicata il 14/06/1996,Sentenza di merito/Accoglimento,,,,,,,
1995,844,844/1995 iscritto al ruolo il 16/10/1995,OR - 145009 - Azioni di competenza del Giudice di  Pace  in materia di risarcimento danno,PALESTINI ANNA MARIA sezione: 5 aula: 1 - C6,"Euro 0,00",PROCEDIMENTO  DEFINITO,8/1/1996,,,,,,,,,
1995,845,845/1995  iscritto al ruolo il 16/10/1995,OR - 145009 - Azioni  di competenza del  Giudice  di Pace in materia di risarcimento danno,PAPPALETTERE PASQUALE sezione: 5 aula: 1 - C2,"Euro  0,00",PROCEDIMENTO DEFINITO,22/11/1995,316/1997 pubblicata il 11/02/1997,Sentenza di merito/Accoglimento,,,,,,,
1995,846,846/1995 iscritto al  ruolo il 16/10/1995,OR - 145009 - Azioni di competenza del Giudice di Pace  in materia di  risarcimento danno,PEYRON  GIUSEPPE sezione: 5 aula: -,"Euro  0,00",CANCELLATO,20/11/1995,,,,,,,,,
1995,847,847/1995 iscritto al ruolo  il 16/10/1995,OR - 101003 - Opposizione di  terzo ex artt.  404 e ss. c.p.c.,AMENDOLA ENRICO sezione: 1 aula: 2 - B10,"Euro 0,00",PROCEDIMENTO DEFINITO,27/11/1995,,,,,,,,,
1995,848,848/1995  iscritto al  ruolo  il 16/10/1995,OR - 140999 - Altri  contratti tipici ed  obbligazioni  non rientranti nelle altre materie,BERTINI ODDO  PIERO  sezione: 7 aula: 3 - A25,"Euro 0,00",PROCEDIMENTO DEFINITO,10/11/1995,,,,,,,,,
1995,849,849/1995 iscritto  al ruolo il 16/10/1995,OR - 145009 - Azioni  di competenza  del  Giudice di Pace in materia di risarcimento  danno,RIGOLINO BARBERIS  FRANCESCO  sezione: 5 aula: 1 - C1,"Euro 0,00",CANCELLATO,19/10/1995,,,,,,,,,
1995,850,850/1995 iscritto al  ruolo  il 16/10/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non rientranti nelle altre materie,BONELLI MATELDA sezione: 1 aula: 2 - B10,"Euro 0,00",PROCEDIMENTO DEFINITO,25/10/1995,,,,,,,,,
1995,851,851/1995  iscritto al ruolo il 16/10/1995,OR - 140999 - Altri  contratti  tipici  ed obbligazioni non rientranti nelle altre materie,BERTINI ODDO PIERO  sezione: 7 aula: 3 - A25,"Euro 0,00",PROCEDIMENTO  DEFINITO,27/10/1995,,,,,,,,,
1995,852,852/1995 iscritto  al ruolo il 16/10/1995,OR - 140999 - Altri contratti  tipici ed obbligazioni non rientranti  nelle  altre  materie,BERTINI ODDO PIERO sezione: 7 aula: 3 - A25,"Euro 0,00",PROCEDIMENTO DEFINITO,27/10/1995,,,,,,,,,
